"","uID","variable","factor",".id","source","rise1.3","rise2.3","sex","Source.Global","Source.Primary","Source.Secondary","Country","Location","Language","Weird","Execution","SubjectPool","Setting","Tablet","Pencil","StudyOrderN","IDiffOrderN","study.order","analysis.type","subset","case.include"
"3957",5889,10,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,10,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zaval|Norenzayan|Savani|Ross.Slate2|Zhong|Knobe|Hauser|Gray|Schwarz|Hsee|Geissner|Tversky|Risen|Shafir|Tversky.Gati","ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood",13,"Global","all",TRUE
"3958",5890,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,NA,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky.Gati|Gray|Knobe|Shafir|Hsee|Schwarz|Tversky|Hauser|Risen|Norenzayan|Geissner|Savani|Zaval|Zhong|Ross.Slate2","ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing",9,"Global","all",TRUE
"3960",5894,1,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,1,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Gray|Schwarz|Hsee|Knobe|Zhong|Zaval|Geissner|Tversky.Gati|Norenzayan|Shafir|Hauser|Savani|Risen|Ross.Slate2|Tversky","ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE",13,"Global","all",TRUE
"3961",5895,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky.Gati|Savani|Schwarz|Hsee|Knobe|Tversky|Ross.Slate2|Zaval|Norenzayan|Hauser|Risen|Shafir|Zhong|Geissner|Gray","ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection",11,"Global","all",TRUE
"3968",5916,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky.Gati|Schwarz|Hauser|Ross.Slate2|Gray|Zhong|Savani|Geissner|Norenzayan|Zaval|Risen|Knobe|Shafir|Hsee|Tversky","ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood",11,"Global","all",TRUE
"3969",5917,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Tversky|Geissner|Zhong|Hauser|Shafir|Savani|Schwarz|Gray|Tversky.Gati|Knobe|Risen|Norenzayan|Zaval|Ross.Slate2","ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE",12,"Global","all",TRUE
"3994",5981,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zaval|Tversky.Gati|Savani|Ross.Slate2|Norenzayan|Risen|Tversky|Gray|Hauser|Zhong|Geissner|Knobe|Hsee|Shafir|Schwarz","ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE",6,"Global","all",TRUE
"3995",5983,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Geissner|Schwarz|Ross.Slate2|Gray|Knobe|Shafir|Tversky.Gati|Zhong|Hsee|Risen|Hauser|Norenzayan|Savani|Zaval|Tversky","ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing",10,"Global","all",TRUE
"4014",6044,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Geissner|Hsee|Hauser|Tversky.Gati|Knobe|Zaval|Tversky|Gray|Savani|Shafir|Zhong|Schwarz|Risen|Norenzayan|Ross.Slate2","ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE",13,"Global","all",TRUE
"4015",6048,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Zaval|Zhong|Norenzayan|Knobe|Shafir|Hsee|Savani|Geissner|Tversky.Gati|Ross.Slate2|Risen|Schwarz|Gray|Tversky","ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing",12,"Global","all",TRUE
"4016",6049,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Gray|Zhong|Schwarz|Shafir|Hsee|Norenzayan|Geissner|Risen|Knobe|Hauser|Tversky|Savani|Zaval|Tversky.Gati","ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing",9,"Global","all",TRUE
"4104",6232,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Schwarz|Ross.Slate2|Zhong|Knobe|Risen|Geissner|Shafir|Tversky.Gati|Zaval|Tversky|Hsee|Norenzayan|Hauser|Savani|Gray","ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing",5,"Global","all",TRUE
"4105",6239,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Savani|Zhong|Tversky|Knobe|Tversky.Gati|Hauser|Ross.Slate2|Geissner|Risen|Schwarz|Gray|Hsee|Zaval|Norenzayan","ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five",10,"Global","all",TRUE
"4107",6243,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zaval|Hauser|Tversky|Gray|Ross.Slate2|Schwarz|Tversky.Gati|Knobe|Norenzayan|Geissner|Zhong|Risen|Hsee|Shafir|Savani","ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing",12,"Global","all",TRUE
"4108",6254,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Tversky.Gati|Zhong|Risen|Hauser|Norenzayan|Schwarz|Ross.Slate2|Gray|Savani|Knobe|Geissner|Tversky|Hsee|Zaval","ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five",4,"Global","all",TRUE
"4112",6289,1,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,1,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky|Shafir|Hauser|Risen|Ross.Slate2|Schwarz|Savani|Knobe|Zaval|Tversky.Gati|Norenzayan|Gray|Zhong|Geissner|Hsee","ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five",4,"Global","all",TRUE
"4113",6290,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Norenzayan|Savani|Ross.Slate2|Shafir|Tversky.Gati|Tversky|Schwarz|Risen|Gray|Hauser|Zaval|Zhong|Geissner|Knobe","ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection",9,"Global","all",TRUE
"4134",6344,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Norenzayan|Tversky.Gati|Savani|Zhong|Gray|Hauser|Ross.Slate2|Geissner|Shafir|Hsee|Knobe|Risen|Zaval|Tversky|Schwarz","ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE",12,"Global","all",TRUE
"4136",6348,7,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,7,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Risen|Norenzayan|Hsee|Shafir|Geissner|Hauser|Tversky.Gati|Knobe|Zaval|Tversky|Schwarz|Zhong|Savani|Gray","ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing",2,"Global","all",TRUE
"4137",6349,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Gray|Schwarz|Zaval|Hauser|Tversky|Risen|Zhong|Shafir|Geissner|Norenzayan|Savani|Tversky.Gati|Hsee|Ross.Slate2|Knobe","ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE",6,"Global","all",TRUE
"4138",6352,9,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,9,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Knobe|Tversky.Gati|Ross.Slate2|Schwarz|Geissner|Tversky|Gray|Norenzayan|Hsee|Risen|Savani|Hauser|Zhong|Zaval","ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five",11,"Global","all",TRUE
"4139",6353,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Schwarz|Zaval|Gray|Tversky.Gati|Knobe|Zhong|Shafir|Norenzayan|Tversky|Hauser|Savani|Ross.Slate2|Geissner|Risen","ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing",15,"Global","all",TRUE
"4142",6358,8,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,8,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Geissner|Tversky|Zhong|Zaval|Norenzayan|Shafir|Knobe|Gray|Savani|Hauser|Schwarz|Ross.Slate2|Hsee|Risen|Tversky.Gati","ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing",14,"Global","all",TRUE
"4185",6460,1,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,1,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Schwarz|Hsee|Knobe|Shafir|Tversky.Gati|Geissner|Tversky|Gray|Norenzayan|Zaval|Zhong|Savani|Hauser|Risen","ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood",15,"Global","all",TRUE
"4186",6461,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Hauser|Tversky.Gati|Hsee|Norenzayan|Zhong|Shafir|Zaval|Geissner|Knobe|Risen|Savani|Schwarz|Gray|Tversky","ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE",11,"Global","all",TRUE
"4187",6463,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky|Knobe|Geissner|Zaval|Hsee|Hauser|Risen|Tversky.Gati|Schwarz|Savani|Zhong|Ross.Slate2|Norenzayan|Shafir|Gray","ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five",7,"Global","all",TRUE
"4188",6465,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Tversky.Gati|Zhong|Risen|Knobe|Norenzayan|Zaval|Schwarz|Gray|Tversky|Shafir|Savani|Hsee|Geissner|Ross.Slate2","ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing",4,"Global","all",TRUE
"4193",6473,7,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,7,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Savani|Ross.Slate2|Geissner|Risen|Schwarz|Norenzayan|Tversky.Gati|Tversky|Knobe|Hsee|Gray|Zaval|Zhong|Hauser","ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE",5,"Global","all",TRUE
"4216",6519,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Gray|Savani|Geissner|Knobe|Tversky.Gati|Zaval|Shafir|Hsee|Tversky|Zhong|Norenzayan|Risen|Schwarz|Ross.Slate2","ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection",13,"Global","all",TRUE
"4217",6521,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Tversky.Gati|Savani|Gray|Norenzayan|Geissner|Hauser|Tversky|Shafir|Knobe|Schwarz|Risen|Zhong|Ross.Slate2|Zaval","ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection",12,"Global","all",TRUE
"4218",6522,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Shafir|Tversky.Gati|Gray|Zaval|Norenzayan|Tversky|Hauser|Risen|Savani|Geissner|Zhong|Ross.Slate2|Knobe|Schwarz","ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood",9,"Global","all",TRUE
"4219",6523,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Knobe|Gray|Savani|Ross.Slate2|Hauser|Norenzayan|Geissner|Schwarz|Tversky.Gati|Risen|Shafir|Hsee|Zaval|Tversky|Zhong","ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE",10,"Global","all",TRUE
"4220",6528,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Norenzayan|Tversky|Gray|Zaval|Shafir|Risen|Tversky.Gati|Zhong|Savani|Hsee|Hauser|Geissner|Schwarz|Knobe|Ross.Slate2","ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE",6,"Global","all",TRUE
"4229",6544,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zhong|Hsee|Shafir|Hauser|Risen|Gray|Ross.Slate2|Zaval|Schwarz|Savani|Tversky|Tversky.Gati|Knobe|Geissner|Norenzayan","ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE",5,"Global","all",TRUE
